id,name,created_at,updated_at
1,undecided,20190705,20190705
2,merukari_flights,20190705,20190705
3,yu_mail,20190705,20190705
4,letter_pack,20190705,20190705
5,ordinary_mail,20190705,20190705
6,kuroneko_yamato,20190705,20190705
7,yu_pack,20190705,20190705
8,click_post,20190705,20190705
9,yu_packet,20190705,20190705
