id,name,created_at,updated_at
1,new_item,20190705,20190705
2,unused,20190705,20190705
3,no_dirt,20190705,20190705
4,little_dirt,20190705,20190705
5,yes_dirt,20190705,20190705
6,bad,20190705,20190705
